Indicator,Year,Geography,FIPS,Cases,Rate per 100000
HIV diagnoses,2022,"Labette County, KS",20099,0,0
HIV diagnoses,2022,"Lac Qui Parle County, MN",27073,0,0
HIV diagnoses,2022,"Lackawanna County, PA",42069,18,9.7
HIV diagnoses,2022,"Laclede County, MO",29105,0,0
HIV diagnoses,2022,"Lafayette County, AR",05073,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lafayette County, FL",12067,0,0
HIV diagnoses,2022,"Lafayette County, MO",29107,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lafayette County, MS",28071,6,11.9
HIV diagnoses,2022,"Lafayette County, WI",55065,0,0
HIV diagnoses,2022,"Lafayette Parish, LA",22055,28,13.7
HIV diagnoses,2022,"Lafourche Parish, LA",22057,8,10
HIV diagnoses,2022,"Lagrange County, IN",18087,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lajas Municipio, PR",72079,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lake County, CA",06033,5,8.7
HIV diagnoses,2022,"Lake County, CO",08065,0,0
HIV diagnoses,2022,"Lake County, FL",12069,35,9.8
HIV diagnoses,2022,"Lake County, IL",17097,39,6.5
HIV diagnoses,2022,"Lake County, IN",18089,52,12.4
HIV diagnoses,2022,"Lake County, MI",26085,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lake County, MN",27075,0,0
HIV diagnoses,2022,"Lake County, MT",30047,0,0
HIV diagnoses,2022,"Lake County, OH",39085,14,7
HIV diagnoses,2022,"Lake County, OR",41037,0,0
HIV diagnoses,2022,"Lake County, SD",46079,0,0
HIV diagnoses,2022,"Lake County, TN",47095,0,0
HIV diagnoses,2022,"Lake Of The Woods County, MN",27077,0,0
HIV diagnoses,2022,"Lake and Peninsula Borough, AK",02164,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lamar County, AL",01075,0,0
HIV diagnoses,2022,"Lamar County, GA",13171,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lamar County, MS",28073,5,9.1
HIV diagnoses,2022,"Lamar County, TX",48277,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lamb County, TX",48279,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lamoille County, VT",50015,0,0
HIV diagnoses,2022,"Lamoure County, ND",38045,0,0
HIV diagnoses,2022,"Lampasas County, TX",48281,0,0
HIV diagnoses,2022,"Lancaster County, NE",31109,13,4.8
HIV diagnoses,2022,"Lancaster County, PA",42071,19,4.1
HIV diagnoses,2022,"Lancaster County, SC",45057,12,13.5
HIV diagnoses,2022,"Lancaster County, VA",51103,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lander County, NV",32015,0,0
HIV diagnoses,2022,"Lane County, KS",20101,0,0
HIV diagnoses,2022,"Lane County, OR",41039,23,6.8
HIV diagnoses,2022,"Langlade County, WI",55067,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lanier County, GA",13173,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lapeer County, MI",26087,Data suppressed,Data suppressed
HIV diagnoses,2022,"Laporte County, IN",18091,7,7.4
HIV diagnoses,2022,"Laramie County, WY",56021,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lares Municipio, PR",72081,0,0
HIV diagnoses,2022,"Larimer County, CO",08069,18,5.6
HIV diagnoses,2022,"Larue County, KY",21123,0,0
HIV diagnoses,2022,"Las Animas County, CO",08071,Data suppressed,Data suppressed
HIV diagnoses,2022,"Las Marías Municipio, PR",72083,0,0
HIV diagnoses,2022,"Las Piedras Municipio, PR",72085,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lasalle County, IL",17099,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lasalle Parish, LA",22059,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lassen County, CA",06035,Data suppressed,Data suppressed
HIV diagnoses,2022,"Latah County, ID",16057,0,0
HIV diagnoses,2022,"Latimer County, OK",40077,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lauderdale County, AL",01077,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lauderdale County, MS",28075,20,33.6
HIV diagnoses,2022,"Lauderdale County, TN",47097,Data suppressed,Data suppressed
HIV diagnoses,2022,"Laurel County, KY",21125,Data suppressed,Data suppressed
HIV diagnoses,2022,"Laurens County, GA",13175,5,12.2
HIV diagnoses,2022,"Laurens County, SC",45059,6,10.4
HIV diagnoses,2022,"Lavaca County, TX",48285,0,0
HIV diagnoses,2022,"Lawrence County, AL",01079,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lawrence County, AR",05075,0,0
HIV diagnoses,2022,"Lawrence County, IL",17101,0,0
HIV diagnoses,2022,"Lawrence County, IN",18093,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lawrence County, KY",21127,0,0
HIV diagnoses,2022,"Lawrence County, MO",29109,0,0
HIV diagnoses,2022,"Lawrence County, MS",28077,0,0
HIV diagnoses,2022,"Lawrence County, OH",39087,6,12.4
HIV diagnoses,2022,"Lawrence County, PA",42073,8,11
HIV diagnoses,2022,"Lawrence County, SD",46081,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lawrence County, TN",47099,0,0
HIV diagnoses,2022,"Le Flore County, OK",40079,0,0
HIV diagnoses,2022,"Le Sueur County, MN",27079,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lea County, NM",35025,9,15.6
HIV diagnoses,2022,"Leake County, MS",28079,Data suppressed,Data suppressed
HIV diagnoses,2022,"Leavenworth County, KS",20103,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lebanon County, PA",42075,7,5.8
HIV diagnoses,2022,"Lee County, AL",01081,20,13
HIV diagnoses,2022,"Lee County, AR",05077,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lee County, FL",12071,86,11.9
HIV diagnoses,2022,"Lee County, GA",13177,7,25.1
HIV diagnoses,2022,"Lee County, IA",19111,0,0
HIV diagnoses,2022,"Lee County, IL",17103,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lee County, KY",21129,0,0
HIV diagnoses,2022,"Lee County, MS",28081,13,19
HIV diagnoses,2022,"Lee County, NC",37105,5,9.1
HIV diagnoses,2022,"Lee County, SC",45061,5,35.5
HIV diagnoses,2022,"Lee County, TX",48287,0,0
HIV diagnoses,2022,"Lee County, VA",51105,0,0
HIV diagnoses,2022,"Leelanau County, MI",26089,Data suppressed,Data suppressed
HIV diagnoses,2022,"Leflore County, MS",28083,8,37.1
HIV diagnoses,2022,"Lehigh County, PA",42077,30,9.5
HIV diagnoses,2022,"Lemhi County, ID",16059,0,0
HIV diagnoses,2022,"Lenawee County, MI",26091,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lenoir County, NC",37107,8,17.4
HIV diagnoses,2022,"Leon County, FL",12073,73,28.2
HIV diagnoses,2022,"Leon County, TX",48289,0,0
HIV diagnoses,2022,"Leslie County, KY",21131,0,0
HIV diagnoses,2022,"Letcher County, KY",21133,Data suppressed,Data suppressed
HIV diagnoses,2022,"Levy County, FL",12075,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lewis And Clark County, MT",30049,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lewis County, ID",16061,0,0
HIV diagnoses,2022,"Lewis County, KY",21135,0,0
HIV diagnoses,2022,"Lewis County, MO",29111,0,0
HIV diagnoses,2022,"Lewis County, NY",36049,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lewis County, TN",47101,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lewis County, WA",53041,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lewis County, WV",54041,0,0
HIV diagnoses,2022,"Lexington City, VA",51678,0,0
HIV diagnoses,2022,"Lexington County, SC",45063,20,7.8
HIV diagnoses,2022,"Liberty County, FL",12077,Data suppressed,Data suppressed
HIV diagnoses,2022,"Liberty County, GA",13179,7,13.1
HIV diagnoses,2022,"Liberty County, MT",30051,0,0
HIV diagnoses,2022,"Liberty County, TX",48291,18,22.3
HIV diagnoses,2022,"Licking County, OH",39089,8,5.2
HIV diagnoses,2022,"Limestone County, AL",01083,8,8.5
HIV diagnoses,2022,"Limestone County, TX",48293,0,0
HIV diagnoses,2022,"Lincoln County, AR",05079,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lincoln County, CO",08073,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lincoln County, GA",13181,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lincoln County, ID",16063,0,0
HIV diagnoses,2022,"Lincoln County, KS",20105,0,0
HIV diagnoses,2022,"Lincoln County, KY",21137,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lincoln County, ME",23015,0,0
HIV diagnoses,2022,"Lincoln County, MN",27081,0,0
HIV diagnoses,2022,"Lincoln County, MO",29113,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lincoln County, MS",28085,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lincoln County, MT",30053,0,0
HIV diagnoses,2022,"Lincoln County, NC",37109,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lincoln County, NE",31111,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lincoln County, NM",35027,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lincoln County, NV",32017,0,0
HIV diagnoses,2022,"Lincoln County, OK",40081,5,17.5
HIV diagnoses,2022,"Lincoln County, OR",41041,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lincoln County, SD",46083,0,0
HIV diagnoses,2022,"Lincoln County, TN",47103,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lincoln County, WA",53043,0,0
HIV diagnoses,2022,"Lincoln County, WI",55069,0,0
HIV diagnoses,2022,"Lincoln County, WV",54043,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lincoln County, WY",56023,0,0
HIV diagnoses,2022,"Lincoln Parish, LA",22061,10,24.2
HIV diagnoses,2022,"Linn County, IA",19113,11,5.7
HIV diagnoses,2022,"Linn County, KS",20107,0,0
HIV diagnoses,2022,"Linn County, MO",29115,0,0
HIV diagnoses,2022,"Linn County, OR",41043,6,5.4
HIV diagnoses,2022,"Lipscomb County, TX",48295,0,0
HIV diagnoses,2022,"Litchfield County, CT",09005,Data not available,Data not available
HIV diagnoses,2022,"Little River County, AR",05081,0,0
HIV diagnoses,2022,"Live Oak County, TX",48297,Data suppressed,Data suppressed
HIV diagnoses,2022,"Livingston County, IL",17105,0,0
HIV diagnoses,2022,"Livingston County, KY",21139,0,0
HIV diagnoses,2022,"Livingston County, MI",26093,5,3
HIV diagnoses,2022,"Livingston County, MO",29117,0,0
HIV diagnoses,2022,"Livingston County, NY",36051,Data suppressed,Data suppressed
HIV diagnoses,2022,"Livingston Parish, LA",22063,18,14.8
HIV diagnoses,2022,"Llano County, TX",48299,0,0
HIV diagnoses,2022,"Logan County, AR",05083,Data suppressed,Data suppressed
HIV diagnoses,2022,"Logan County, CO",08075,Data suppressed,Data suppressed
HIV diagnoses,2022,"Logan County, IL",17107,Data suppressed,Data suppressed
HIV diagnoses,2022,"Logan County, KS",20109,Data suppressed,Data suppressed
HIV diagnoses,2022,"Logan County, KY",21141,0,0
HIV diagnoses,2022,"Logan County, ND",38047,0,0
HIV diagnoses,2022,"Logan County, NE",31113,0,0
HIV diagnoses,2022,"Logan County, OH",39091,0,0
HIV diagnoses,2022,"Logan County, OK",40083,Data suppressed,Data suppressed
HIV diagnoses,2022,"Logan County, WV",54045,0,0
HIV diagnoses,2022,"Long County, GA",13183,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lonoke County, AR",05085,5,8
HIV diagnoses,2022,"Lorain County, OH",39093,22,8.2
HIV diagnoses,2022,"Los Alamos County, NM",35028,0,0
HIV diagnoses,2022,"Los Angeles County, CA",06037,"1,625",19.5
HIV diagnoses,2022,"Loudon County, TN",47105,Data suppressed,Data suppressed
HIV diagnoses,2022,"Loudoun County, VA",51107,20,5.7
HIV diagnoses,2022,"Louisa County, IA",19115,0,0
HIV diagnoses,2022,"Louisa County, VA",51109,0,0
HIV diagnoses,2022,"Loup County, NE",31115,0,0
HIV diagnoses,2022,"Love County, OK",40085,Data suppressed,Data suppressed
HIV diagnoses,2022,"Loving County, TX",48301,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lower Connecticut River Valley Planning Region, CT",09130,9,5.8
HIV diagnoses,2022,"Lowndes County, AL",01085,0,0
HIV diagnoses,2022,"Lowndes County, GA",13185,38,38.6
HIV diagnoses,2022,"Lowndes County, MS",28087,7,14.6
HIV diagnoses,2022,"Loíza Municipio, PR",72087,6,29.9
HIV diagnoses,2022,"Lubbock County, TX",48303,44,16.6
HIV diagnoses,2022,"Lucas County, IA",19117,0,0
HIV diagnoses,2022,"Lucas County, OH",39095,39,10.9
HIV diagnoses,2022,"Luce County, MI",26095,0,0
HIV diagnoses,2022,"Lumpkin County, GA",13187,Data suppressed,Data suppressed
HIV diagnoses,2022,"Luna County, NM",35029,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lunenburg County, VA",51111,Data suppressed,Data suppressed
HIV diagnoses,2022,"Luquillo Municipio, PR",72089,0,0
HIV diagnoses,2022,"Luzerne County, PA",42079,21,7.5
HIV diagnoses,2022,"Lycoming County, PA",42081,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lyman County, SD",46085,0,0
HIV diagnoses,2022,"Lynchburg City, VA",51680,17,25
HIV diagnoses,2022,"Lynn County, TX",48305,0,0
HIV diagnoses,2022,"Lyon County, IA",19119,0,0
HIV diagnoses,2022,"Lyon County, KS",20111,0,0
HIV diagnoses,2022,"Lyon County, KY",21143,Data suppressed,Data suppressed
HIV diagnoses,2022,"Lyon County, MN",27083,0,0
HIV diagnoses,2022,"Lyon County, NV",32019,0,0
HIV diagnoses,2022,"Mackinac County, MI",26097,0,0
HIV diagnoses,2022,"Macomb County, MI",26099,58,7.7
HIV diagnoses,2022,"Macon County, AL",01087,9,55
HIV diagnoses,2022,"Macon County, GA",13193,Data suppressed,Data suppressed
HIV diagnoses,2022,"Macon County, IL",17115,10,11.8
HIV diagnoses,2022,"Macon County, MO",29121,0,0
HIV diagnoses,2022,"Macon County, NC",37113,0,0
HIV diagnoses,2022,"Macon County, TN",47111,Data suppressed,Data suppressed
HIV diagnoses,2022,"Macoupin County, IL",17117,0,0
HIV diagnoses,2022,"Madera County, CA",06039,17,13.1
HIV diagnoses,2022,"Madison County, AL",01089,46,13.4
HIV diagnoses,2022,"Madison County, AR",05087,0,0
HIV diagnoses,2022,"Madison County, FL",12079,0,0
HIV diagnoses,2022,"Madison County, GA",13195,0,0
HIV diagnoses,2022,"Madison County, IA",19121,0,0
HIV diagnoses,2022,"Madison County, ID",16065,0,0
HIV diagnoses,2022,"Madison County, IL",17119,28,12.5
HIV diagnoses,2022,"Madison County, IN",18095,11,9.8
HIV diagnoses,2022,"Madison County, KY",21151,6,7.4
HIV diagnoses,2022,"Madison County, MO",29123,0,0
HIV diagnoses,2022,"Madison County, MS",28089,10,10.8
HIV diagnoses,2022,"Madison County, MT",30057,0,0
HIV diagnoses,2022,"Madison County, NC",37115,0,0
HIV diagnoses,2022,"Madison County, NE",31119,Data suppressed,Data suppressed
HIV diagnoses,2022,"Madison County, NY",36053,Data suppressed,Data suppressed
HIV diagnoses,2022,"Madison County, OH",39097,6,16
HIV diagnoses,2022,"Madison County, TN",47113,17,20.4
HIV diagnoses,2022,"Madison County, TX",48313,0,0
HIV diagnoses,2022,"Madison County, VA",51113,Data suppressed,Data suppressed
HIV diagnoses,2022,"Madison Parish, LA",22065,Data suppressed,Data suppressed
HIV diagnoses,2022,"Magoffin County, KY",21153,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mahaska County, IA",19123,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mahnomen County, MN",27087,0,0
HIV diagnoses,2022,"Mahoning County, OH",39099,26,13.4
HIV diagnoses,2022,"Major County, OK",40093,0,0
HIV diagnoses,2022,"Malheur County, OR",41045,6,23
HIV diagnoses,2022,"Manassas City, VA",51683,0,0
HIV diagnoses,2022,"Manassas Park City, VA",51685,Data suppressed,Data suppressed
HIV diagnoses,2022,"Manatee County, FL",12081,40,10.6
HIV diagnoses,2022,"Manatí Municipio, PR",72091,7,20.4
HIV diagnoses,2022,"Manistee County, MI",26101,0,0
HIV diagnoses,2022,"Manitowoc County, WI",55071,Data suppressed,Data suppressed
HIV diagnoses,2022,"Marathon County, WI",55073,Data suppressed,Data suppressed
HIV diagnoses,2022,"Marengo County, AL",01091,Data suppressed,Data suppressed
HIV diagnoses,2022,"Maricao Municipio, PR",72093,0,0
HIV diagnoses,2022,"Maricopa County, AZ",04013,572,14.9
HIV diagnoses,2022,"Maries County, MO",29125,0,0
HIV diagnoses,2022,"Marin County, CA",06041,15,6.7
HIV diagnoses,2022,"Marinette County, WI",55075,0,0
HIV diagnoses,2022,"Marion County, AL",01093,Data suppressed,Data suppressed
HIV diagnoses,2022,"Marion County, AR",05089,0,0
HIV diagnoses,2022,"Marion County, FL",12083,49,14.2
HIV diagnoses,2022,"Marion County, GA",13197,Data suppressed,Data suppressed
HIV diagnoses,2022,"Marion County, IA",19125,Data suppressed,Data suppressed
HIV diagnoses,2022,"Marion County, IL",17121,Data suppressed,Data suppressed
HIV diagnoses,2022,"Marion County, IN",18097,254,31.9
HIV diagnoses,2022,"Marion County, KS",20115,0,0
HIV diagnoses,2022,"Marion County, KY",21155,0,0
HIV diagnoses,2022,"Marion County, MO",29127,Data suppressed,Data suppressed
HIV diagnoses,2022,"Marion County, MS",28091,Data suppressed,Data suppressed
HIV diagnoses,2022,"Marion County, OH",39101,Data suppressed,Data suppressed
HIV diagnoses,2022,"Marion County, OR",41047,30,10.4
HIV diagnoses,2022,"Marion County, SC",45067,8,33.1
HIV diagnoses,2022,"Marion County, TN",47115,Data suppressed,Data suppressed
HIV diagnoses,2022,"Marion County, TX",48315,Data suppressed,Data suppressed
HIV diagnoses,2022,"Marion County, WV",54049,0,0
HIV diagnoses,2022,"Mariposa County, CA",06043,0,0
HIV diagnoses,2022,"Marlboro County, SC",45069,5,22.3
HIV diagnoses,2022,"Marquette County, MI",26103,0,0
HIV diagnoses,2022,"Marquette County, WI",55077,0,0
HIV diagnoses,2022,"Marshall County, AL",01095,6,7.4
HIV diagnoses,2022,"Marshall County, IA",19127,Data suppressed,Data suppressed
HIV diagnoses,2022,"Marshall County, IL",17123,0,0
HIV diagnoses,2022,"Marshall County, IN",18099,0,0
HIV diagnoses,2022,"Marshall County, KS",20117,0,0
HIV diagnoses,2022,"Marshall County, KY",21157,Data suppressed,Data suppressed
HIV diagnoses,2022,"Marshall County, MN",27089,0,0
HIV diagnoses,2022,"Marshall County, MS",28093,Data suppressed,Data suppressed
HIV diagnoses,2022,"Marshall County, OK",40095,0,0
HIV diagnoses,2022,"Marshall County, SD",46091,0,0
HIV diagnoses,2022,"Marshall County, TN",47117,Data suppressed,Data suppressed
HIV diagnoses,2022,"Marshall County, WV",54051,0,0
HIV diagnoses,2022,"Martin County, FL",12085,12,8.3
HIV diagnoses,2022,"Martin County, IN",18101,0,0
HIV diagnoses,2022,"Martin County, KY",21159,Data suppressed,Data suppressed
HIV diagnoses,2022,"Martin County, MN",27091,0,0
HIV diagnoses,2022,"Martin County, NC",37117,6,32.5
HIV diagnoses,2022,"Martin County, TX",48317,0,0
HIV diagnoses,2022,"Martinsville City, VA",51690,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mason County, IL",17125,0,0
HIV diagnoses,2022,"Mason County, KY",21161,0,0
HIV diagnoses,2022,"Mason County, MI",26105,0,0
HIV diagnoses,2022,"Mason County, TX",48319,0,0
HIV diagnoses,2022,"Mason County, WA",53045,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mason County, WV",54053,Data suppressed,Data suppressed
HIV diagnoses,2022,"Massac County, IL",17127,Data suppressed,Data suppressed
HIV diagnoses,2022,"Matagorda County, TX",48321,0,0
HIV diagnoses,2022,"Matanuska-Susitna Borough, AK",02170,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mathews County, VA",51115,0,0
HIV diagnoses,2022,"Maui County, HI",15009,12,8.6
HIV diagnoses,2022,"Maunabo Municipio, PR",72095,0,0
HIV diagnoses,2022,"Maury County, TN",47119,7,7.7
HIV diagnoses,2022,"Maverick County, TX",48323,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mayagüez Municipio, PR",72097,6,9.5
HIV diagnoses,2022,"Mayes County, OK",40097,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mcclain County, OK",40087,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mccone County, MT",30055,0,0
HIV diagnoses,2022,"Mccook County, SD",46087,0,0
HIV diagnoses,2022,"Mccormick County, SC",45065,0,0
HIV diagnoses,2022,"Mccracken County, KY",21145,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mccreary County, KY",21147,0,0
HIV diagnoses,2022,"Mcculloch County, TX",48307,0,0
HIV diagnoses,2022,"Mccurtain County, OK",40089,7,28
HIV diagnoses,2022,"Mcdonald County, MO",29119,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mcdonough County, IL",17109,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mcdowell County, NC",37111,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mcdowell County, WV",54047,0,0
HIV diagnoses,2022,"Mcduffie County, GA",13189,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mchenry County, IL",17111,10,3.8
HIV diagnoses,2022,"Mchenry County, ND",38049,0,0
HIV diagnoses,2022,"Mcintosh County, GA",13191,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mcintosh County, ND",38051,0,0
HIV diagnoses,2022,"Mcintosh County, OK",40091,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mckean County, PA",42083,0,0
HIV diagnoses,2022,"Mckenzie County, ND",38053,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mckinley County, NM",35031,6,10.5
HIV diagnoses,2022,"Mclean County, IL",17113,8,5.5
HIV diagnoses,2022,"Mclean County, KY",21149,0,0
HIV diagnoses,2022,"Mclean County, ND",38055,0,0
HIV diagnoses,2022,"Mclennan County, TX",48309,36,16.3
HIV diagnoses,2022,"Mcleod County, MN",27085,0,0
HIV diagnoses,2022,"Mcminn County, TN",47107,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mcmullen County, TX",48311,0,0
HIV diagnoses,2022,"Mcnairy County, TN",47109,0,0
HIV diagnoses,2022,"Mcpherson County, KS",20113,0,0
HIV diagnoses,2022,"Mcpherson County, NE",31117,0,0
HIV diagnoses,2022,"Mcpherson County, SD",46089,0,0
HIV diagnoses,2022,"Meade County, KS",20119,0,0
HIV diagnoses,2022,"Meade County, KY",21163,Data suppressed,Data suppressed
HIV diagnoses,2022,"Meade County, SD",46093,0,0
HIV diagnoses,2022,"Meagher County, MT",30059,0,0
HIV diagnoses,2022,"Mecklenburg County, NC",37119,277,28.9
HIV diagnoses,2022,"Mecklenburg County, VA",51117,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mecosta County, MI",26107,0,0
HIV diagnoses,2022,"Medina County, OH",39103,6,3.8
HIV diagnoses,2022,"Medina County, TX",48325,Data suppressed,Data suppressed
HIV diagnoses,2022,"Meeker County, MN",27093,0,0
HIV diagnoses,2022,"Meigs County, OH",39105,0,0
HIV diagnoses,2022,"Meigs County, TN",47121,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mellette County, SD",46095,0,0
HIV diagnoses,2022,"Menard County, IL",17129,0,0
HIV diagnoses,2022,"Menard County, TX",48327,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mendocino County, CA",06045,Data suppressed,Data suppressed
HIV diagnoses,2022,"Menifee County, KY",21165,0,0
HIV diagnoses,2022,"Menominee County, MI",26109,Data suppressed,Data suppressed
HIV diagnoses,2022,"Menominee County, WI",55078,0,0
HIV diagnoses,2022,"Merced County, CA",06047,23,9.9
HIV diagnoses,2022,"Mercer County, IL",17131,0,0
HIV diagnoses,2022,"Mercer County, KY",21167,0,0
HIV diagnoses,2022,"Mercer County, MO",29129,0,0
HIV diagnoses,2022,"Mercer County, ND",38057,0,0
HIV diagnoses,2022,"Mercer County, NJ",34021,59,18.3
HIV diagnoses,2022,"Mercer County, OH",39107,0,0
HIV diagnoses,2022,"Mercer County, PA",42085,9,9.5
HIV diagnoses,2022,"Mercer County, WV",54055,Data suppressed,Data suppressed
HIV diagnoses,2022,"Meriwether County, GA",13199,Data suppressed,Data suppressed
HIV diagnoses,2022,"Merrick County, NE",31121,0,0
HIV diagnoses,2022,"Merrimack County, NH",33013,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mesa County, CO",08077,6,4.4
HIV diagnoses,2022,"Metcalfe County, KY",21169,0,0
HIV diagnoses,2022,"Miami County, IN",18103,0,0
HIV diagnoses,2022,"Miami County, KS",20121,0,0
HIV diagnoses,2022,"Miami County, OH",39109,5,5.4
HIV diagnoses,2022,"Miami-Dade County, FL",12086,"1,013",44.1
HIV diagnoses,2022,"Middlesex County, CT",09007,Data not available,Data not available
HIV diagnoses,2022,"Middlesex County, MA",25017,88,6.3
HIV diagnoses,2022,"Middlesex County, NJ",34023,74,10.1
HIV diagnoses,2022,"Middlesex County, VA",51119,Data suppressed,Data suppressed
HIV diagnoses,2022,"Midland County, MI",26111,Data suppressed,Data suppressed
HIV diagnoses,2022,"Midland County, TX",48329,21,15.5
HIV diagnoses,2022,"Mifflin County, PA",42087,Data suppressed,Data suppressed
HIV diagnoses,2022,"Milam County, TX",48331,Data suppressed,Data suppressed
HIV diagnoses,2022,"Millard County, UT",49027,0,0
HIV diagnoses,2022,"Mille Lacs County, MN",27095,Data suppressed,Data suppressed
HIV diagnoses,2022,"Miller County, AR",05091,12,33.9
HIV diagnoses,2022,"Miller County, GA",13201,Data suppressed,Data suppressed
HIV diagnoses,2022,"Miller County, MO",29131,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mills County, IA",19129,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mills County, TX",48333,0,0
HIV diagnoses,2022,"Milwaukee County, WI",55079,127,16.6
HIV diagnoses,2022,"Miner County, SD",46097,0,0
HIV diagnoses,2022,"Mineral County, CO",08079,0,0
HIV diagnoses,2022,"Mineral County, MT",30061,0,0
HIV diagnoses,2022,"Mineral County, NV",32021,0,0
HIV diagnoses,2022,"Mineral County, WV",54057,6,26
HIV diagnoses,2022,"Mingo County, WV",54059,0,0
HIV diagnoses,2022,"Minidoka County, ID",16067,0,0
HIV diagnoses,2022,"Minnehaha County, SD",46099,15,9
HIV diagnoses,2022,"Missaukee County, MI",26113,0,0
HIV diagnoses,2022,"Mississippi County, AR",05093,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mississippi County, MO",29133,0,0
HIV diagnoses,2022,"Missoula County, MT",30063,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mitchell County, GA",13205,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mitchell County, IA",19131,Data suppressed,Data suppressed
HIV diagnoses,2022,"Mitchell County, KS",20123,0,0
HIV diagnoses,2022,"Mitchell County, NC",37121,0,0
HIV diagnoses,2022,"Mitchell County, TX",48335,0,0
HIV diagnoses,2022,"Mobile County, AL",01097,89,25.9
HIV diagnoses,2022,"Moca Municipio, PR",72099,0,0
HIV diagnoses,2022,"Modoc County, CA",06049,0,0
HIV diagnoses,2022,"Moffat County, CO",08081,0,0
HIV diagnoses,2022,"Mohave County, AZ",04015,11,5.6
HIV diagnoses,2022,"Moniteau County, MO",29135,Data suppressed,Data suppressed
HIV diagnoses,2022,"Monmouth County, NJ",34025,39,7.1
HIV diagnoses,2022,"Mono County, CA",06051,Data suppressed,Data suppressed
HIV diagnoses,2022,"Monona County, IA",19133,0,0
HIV diagnoses,2022,"Monongalia County, WV",54061,7,7.4
